ApsimVersion = 7.1
Title = 
           date DaysAfterSowing          stage          zadok            lai        biomass          grain      biomass_n        grain_n        tillers      rootdepth       ws_pheno       ws_photo       ws_expan      ws_tiller       Ns_pheno       Ns_photo       Ns_expan      Ns_tiller RootGreenNConc LeafGreenNConc StemGreenNConc   n_conc_grain        GreenWt     SenescedWt    DetachingWt         GreenP      SenescedP    p_demand(1)    p_demand(2)    p_demand(3)    p_demand(4)    p_demand(5)    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p     LeafGreenP     StemGreenP     RootGreenP       flower_p         head_p      GrowthP() RetranslocationP()   DetachingP()   dlt_p_dead()    dlt_p_sen()  p_conc_stover LeafGreenPConc StemGreenPConc GrainGreenPConc p_uptake_stover grain_p_demand    surfaceom_p            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() P_below_ground P_above_ground        systemP cum_error_systemP    dlt_systemP        P_plant   P_pl_up_diff  dlt_residue_P below_gnd_diff            esw           sw()             es         runoff          drain          no3()          nh4() uptake_p_sorghum()       fom_cp()  fom_p_pool3()  fom_p_pool2()  fom_p_pool1()        fom_p()        hum_p()       biom_p()  soil_test_p()       rock_p()    unavail_p()     labile_p() P_below_ground P_above_ground        systemP cum_error_systemP    dlt_systemP        P_plant   P_pl_up_diff  dlt_residue_P below_gnd_diff
             ()          (days)             ()             ()        (m2/m2)         (g/m2)             ()        (g/m^2)             ()             ()           (mm)             ()             ()             ()             ()             ()             ()             ()             ()            (%)            (%)            (%)             ()        (g/m^2)        (g/m^2)             ()         (g/m2)         (g/m2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()              ()             ()             ()              ()             ()        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()             ()                 ()             ()             ()             ()             ()             ()             ()              ()              ()             ()        (kg/ha)           (mm)        (mm/mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()                ()             ()             ()             ()             ()             ()           (mm)        (mm/mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()             ()             ()                ()             ()             ()             ()             ()             ()
     31/10/1992               1          1.999              ?          0.000          0.000              ?           0.00              ?              ?          0.000          0.000          0.000          0.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000              ?           0.00           0.00              ?          0.000          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.00           0.00           0.00              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.8        248.514          2.281          0.714          0.000          0.000           18.9            4.2                0.0       1400.000            0.4            2.5            0.5            3.3       2432.793         20.233           34.3            0.0          341.4           34.3       2832.040          0.818       2832.859             0.000          0.000          0.000          0.000         -0.022          0.022        248.514          2.281          0.714          0.000          0.000           18.9            4.2                0.0       1400.000            0.4            2.5            0.5            3.3       2432.793         20.233           34.3            0.0          341.4           34.3       2832.040          0.818       2832.859             0.000          0.000          0.000          0.000         -0.022          0.022
     01/11/1992               2          2.000              ?          0.000          0.000              ?           0.00              ?              ?         27.000          0.000          0.000          0.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000              ?           0.00           0.00              ?          0.000          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.00           0.00           0.00              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.8        247.853          2.277          0.661          0.000          0.000           19.8            3.0                0.0       1400.000            0.4            2.4            0.4            3.2       2432.765         20.346           34.3            0.0          341.4           34.3       2832.049          0.809       2832.858             0.000         -0.000          0.000          0.000         -0.009          0.009        247.853          2.277          0.661          0.000          0.000           19.8            3.0                0.0       1400.000            0.4            2.4            0.4            3.2       2432.765         20.346           34.3            0.0          341.4           34.3       2832.049          0.809       2832.858             0.000         -0.000          0.000          0.000         -0.009          0.009
     02/11/1992               3          2.306              ?          0.000          0.000              ?           0.00              ?              ?         54.000          1.000          1.000          1.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000              ?           0.00           0.00              ?          0.000          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.00           0.00           0.00              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.8        247.235          2.274          0.618          0.000          0.000           20.5            2.1                0.0       1400.000            0.4            2.3            0.4            3.1       2432.734         20.445           34.4            0.0          341.4           34.4       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000        247.235          2.274          0.618          0.000          0.000           20.5            2.1                0.0       1400.000            0.4            2.3            0.4            3.1       2432.734         20.445           34.4            0.0          341.4           34.4       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000
     03/11/1992               4          2.665              ?          0.000          0.000              ?           0.00              ?              ?         81.000          1.000          1.000          1.000              ?          0.000          0.000          1.000              ?          0.000          0.000          0.000              ?           0.00           0.00              ?          0.000          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.00           0.00           0.00              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.8        246.652          2.270          0.583          0.000          0.000           21.1            1.5                0.0       1400.000            0.4            2.3            0.3            3.0       2432.701         20.540           34.4            0.0          341.4           34.4       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000        246.652          2.270          0.583          0.000          0.000           21.1            1.5                0.0       1400.000            0.4            2.3            0.3            3.0       2432.701         20.540           34.4            0.0          341.4           34.4       2832.049          0.809       2832.858             0.000          0.000          0.000          0.000          0.000          0.000
     04/11/1992               5          3.000              ?          0.002          2.000              ?           0.02              ?              ?        108.000          1.000          1.000          1.000              ?          1.000          0.997          1.000              ?          0.020          0.003          0.022              ?           3.00           0.00              ?          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.01           0.01           0.01              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.8        246.099          2.267          2.153          0.000          0.000           21.4            1.1                0.0       1400.000            0.4            2.2            0.3            2.8       2432.665         20.633           34.5            0.0          341.4           34.5       2832.049          1.025       2833.074             0.216          0.216          0.216          0.216          0.000          0.000        246.099          2.267          2.153          0.000          0.000           21.4            1.1                0.0       1400.000            0.4            2.2            0.3            2.8       2432.665         20.633           34.5            0.0          341.4           34.5       2832.049          1.025       2833.074             0.216          0.216          0.216          0.216          0.000          0.000
     05/11/1992               6          3.103              ?          0.005          2.011              ?           0.04              ?              ?        135.000          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.020          0.007          0.030              ?           3.02           0.00              ?          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.01           0.01           0.01              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.8        259.925          2.354          2.573          0.000          0.000           21.3            0.7                0.0       1400.000            0.4            2.1            0.2            2.7       2432.635         20.760           34.6            0.0          341.4           34.6       2832.092          0.983       2833.075             0.217          0.000          0.216          0.216         -0.043          0.043        259.925          2.354          2.573          0.000          0.000           21.3            0.7                0.0       1400.000            0.4            2.1            0.2            2.7       2432.635         20.760           34.6            0.0          341.4           34.6       2832.092          0.983       2833.075             0.217          0.000          0.216          0.216         -0.043          0.043
     06/11/1992               7          3.174              ?          0.006          2.067              ?           0.05              ?              ?        162.000          1.000          1.000          1.000              ?          1.000          0.997          1.000              ?          0.019          0.009          0.040              ?           3.13           0.01              ?          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.01           0.01           0.01              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.7        273.754          2.428          5.763          0.000          0.000           21.2            0.5                0.0       1400.000            0.4            2.0            0.2            2.6       2432.605         20.865           34.6            0.0          341.4           34.6       2832.128          0.947       2833.075             0.216         -0.000          0.216          0.216         -0.036          0.036        273.754          2.428          5.763          0.000          0.000           21.2            0.5                0.0       1400.000            0.4            2.0            0.2            2.6       2432.605         20.865           34.6            0.0          341.4           34.6       2832.128          0.947       2833.075             0.216         -0.000          0.216          0.216         -0.036          0.036
     07/11/1992               8          3.251              ?          0.009          2.144              ?           0.06              ?              ?        189.000          1.000          1.000          1.000              ?          1.000          0.997          1.000              ?          0.017          0.012          0.044              ?           3.28           0.01              ?          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.01           0.01           0.01              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.7        269.988          2.398          3.753          0.000          0.000           21.2            0.4                0.0       1400.000            0.4            2.0            0.2            2.6       2432.575         20.950           34.7            0.0          341.4           34.7       2832.153          0.922       2833.075             0.216          0.000          0.216          0.216         -0.025          0.025        269.988          2.398          3.753          0.000          0.000           21.2            0.4                0.0       1400.000            0.4            2.0            0.2            2.6       2432.575         20.950           34.7            0.0          341.4           34.7       2832.153          0.922       2833.075             0.216          0.000          0.216          0.216         -0.025          0.025
     08/11/1992               9          3.338              ?          0.012          2.261              ?           0.06              ?              ?        216.000          1.000          1.000          1.000              ?          1.000          0.996          1.000              ?          0.016          0.014          0.045              ?           3.51           0.01              ?          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.01           0.01           0.01              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.7        268.519          2.385          1.445          0.000          0.000           21.2            0.3                0.0       1400.000            0.4            1.9            0.2            2.5       2432.544         21.016           34.7            0.0          341.4           34.7       2832.168          0.907       2833.074             0.216         -0.000          0.216          0.216         -0.015          0.015        268.519          2.385          1.445          0.000          0.000           21.2            0.3                0.0       1400.000            0.4            1.9            0.2            2.5       2432.544         21.016           34.7            0.0          341.4           34.7       2832.168          0.907       2833.074             0.216         -0.000          0.216          0.216         -0.015          0.015
     09/11/1992              10          3.464              ?          0.016          2.392              ?           0.07              ?              ?        243.000          1.000          1.000          1.000              ?          1.000          0.994          1.000              ?          0.014          0.016          0.045              ?           3.77           0.01              ?          0.022          0.000            0.0            0.0            0.0            0.0            0.0          1.000          1.000           1.000          1.000              ?               ?              ?           0.01           0.01           0.01              ?              ?              ?                  ?              ?              ?              ?              ?              ?              ?               ?               ?              ?            0.7        267.378          2.376          1.110          0.000          0.000           21.3            0.3                0.0       1400.000            0.4            1.9            0.2            2.4       2432.514         21.065           34.8            0.0          341.4           34.8       2832.173          0.901       2833.074             0.216          0.000          0.216          0.216         -0.005          0.005        267.378          2.376          1.110          0.000          0.000           21.3            0.3                0.0       1400.000            0.4            1.9            0.2            2.4       2432.514         21.065           34.8            0.0          341.4           34.8       2832.173          0.901       2833.074             0.216          0.000          0.216          0.216         -0.005          0.005
